who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
47111159,,,,,,,,,0
47111159,,Foreign Secretary,2020-08-17,,Q53848199,Carl Barrington Greenidge,,,1
47111159,Q6866032,Minister of Agriculture,2006,2015,,Navindranauth Omanand Chandarpal,,Noel Holder,2
