itemLabel,positionLabel
Dr. Mohamed Irfaan Ali,President
Brigadier Ret’d Mark Phillips,Prime Minister
Dr. Bharrat Jagdeo,Vice President
Anil Nandalall,Attorney General
Ashni Singh,
Gail Teixeira,
Frank Anthony,
Robeson Benn,
Zulfikar Mustapha,
Priya Manickchand,
Hugh Todd,
Collin Croal,
Pauline Sukhai,
Juan Edghill,
Vickram Bharrat,
Oneidge Waldron,
Joseph Hamilton,
Charles Ramson,
Vindhya Persaud,
Nigel Dharamlall,
Sonia Parag,
Kwame McCoy,
Anand Persaud,
Susan Rodrigues,
Deodat Indar,
